,News,News tok,True label,Pred label
516,Top terms india honey alliance hive to home honey alliance iha health benefits indian honey industryOriginal Source: openpr,"[['Top', 'terms', 'india', 'honey', 'alliance', 'hive', 'home', 'honey', 'alliance', 'iha', 'health', 'benefits', 'indian', 'honey', 'industryOriginal', 'Source:', 'openpr']]",1,0
517,In the last decades numerous food scandals have attracted policy makers’ interest and subsequently induced retailers to actively improve food safety. Blockchain technology allows consumers to track the flow of food products and reduce food fraud such as counterfeiting dilution or adulteration....Original Source: thenews pk,"[['the', 'last', 'decades', 'numerous', 'food', 'scandals', 'have', 'attracted', 'policy', 'makers’', 'interest', 'and', 'subsequently', 'induced', 'retailers', 'actively', 'improve', 'food', 'safety.'], ['Blockchain', 'technology', 'allows', 'consumers', 'track', 'the', 'flow', 'food', 'products', 'and', 'reduce', 'food', 'fraud', 'such', 'counterfeiting', 'dilution', 'adulteration....Original', 'Source:', 'thenews']]",1,0
518,A novel method to identify animal species in complex or adulterated processed meat products has been developed by Chinese researchers which combines a cytochrome oxidase I COI mini barcode with next generation sequencing NGS. A universal primer based on sequences from edible animal species was designed....Original Source: newfoodmagazine,"[['novel', 'method', 'identify', 'animal', 'species', 'complex', 'adulterated', 'processed', 'meat', 'products', 'has', 'been', 'developed', 'Chinese', 'researchers', 'which', 'combines', 'cytochrome', 'oxidase', 'COI', 'mini', 'barcode', 'with', 'next', 'generation', 'sequencing', 'NGS.'], ['universal', 'primer', 'based', 'sequences', 'from', 'edible', 'animal', 'species', 'was', 'designed....Original', 'Source:', 'newfoodmagazine']]",1,0
519,JRC's Knowledge Centre publishes a monthly summary on articles and news about food fraud and adulteration and has just published its June Newsletter. The top stories cover: adulterated Verdicchio wine in Italy;false buffalo mozzarella cheese in Benelux supermarkets; and investigations into the.......Original Source: fda,"[[""JRC's"", 'Knowledge', 'Centre', 'publishes', 'monthly', 'summary', 'articles', 'and', 'news', 'about', 'food', 'fraud', 'and', 'adulteration', 'and', 'has', 'just', 'published', 'its', 'June', 'Newsletter.'], ['The', 'top', 'stories', 'cover:', 'adulterated', 'Verdicchio', 'wine', 'Italy;false', 'buffalo', 'mozzarella', 'cheese', 'Benelux', 'supermarkets;', 'and', 'investigations', 'into', 'the.......Original', 'Source:', 'fda']]",1,0
520,the agriculture ministry's initiative the parliament adopted the law amendment which allows the food safety of persons against criminal action. the adulteration of food and those relating to fraud illegal activities not only in the domestic.......Original Source: newstechmarkets,"[['the', 'agriculture', ""ministry's"", 'initiative', 'the', 'parliament', 'adopted', 'the', 'law', 'amendment', 'which', 'allows', 'the', 'food', 'safety', 'persons', 'against', 'criminal', 'action.'], ['the', 'adulteration', 'food', 'and', 'those', 'relating', 'fraud', 'illegal', 'activities', 'not', 'only', 'the', 'domestic.......Original', 'Source:', 'newstechmarkets']]",1,0
521,florence – ecomafie not only the problems of recycling but heavy impact on health because of the adulteration of food . the italians according to a survey conducted by coldiretti/ixè are aware of this and they are afraid of it: two italians out of three % in fact are concerned also because of the recurrence of food related scandals....Original Source: prnewswire,"[['florence', 'ecomafie', 'not', 'only', 'the', 'problems', 'recycling', 'but', 'heavy', 'impact', 'health', 'because', 'the', 'adulteration', 'food'], ['the', 'italians', 'according', 'survey', 'conducted', 'coldiretti/ixè', 'are', 'aware', 'this', 'and', 'they', 'are', 'afraid', 'it:', 'two', 'italians', 'out', 'three', 'fact', 'are', 'concerned', 'also', 'because', 'the', 'recurrence', 'food', 'related', 'scandals....Original', 'Source:', 'prnewswire']]",1,0
522,The Canadian Food Inspection Agency CFIA conducted targeted surveillance between and as part of ongoing efforts to detect honey adulteration with…...Original Source: foodauthenticity,"[['The', 'Canadian', 'Food', 'Inspection', 'Agency', 'CFIA', 'conducted', 'targeted', 'surveillance', 'between', 'and', 'part', 'ongoing', 'efforts', 'detect', 'honey', 'adulteration', 'with…...Original', 'Source:', 'foodauthenticity']]",1,0
523,Top terms pfa stops production punjab food authority stopped the production production of ice factoriesOriginal Source: urdupoint,"[['Top', 'terms', 'pfa', 'stops', 'production', 'punjab', 'food', 'authority', 'stopped', 'the', 'production', 'production', 'ice', 'factoriesOriginal', 'Source:', 'urdupoint']]",1,0
524,PESHAWAR UrduPoint / Pakistan Point News th Nov : Khyber Pakhtunkhwa Food Safety and Halal Food Authority KP FS&HFA has intensified crackdown against food adulteration in various districts of the province. The authority during its operation in district Mardan sealed a bakery unit.......Original Source: urdupoint,"[['PESHAWAR', 'UrduPoint', 'Pakistan', 'Point', 'News', 'Nov', 'Khyber', 'Pakhtunkhwa', 'Food', 'Safety', 'and', 'Halal', 'Food', 'Authority', 'FS&HFA', 'has', 'intensified', 'crackdown', 'against', 'food', 'adulteration', 'various', 'districts', 'the', 'province.'], ['The', 'authority', 'during', 'its', 'operation', 'district', 'Mardan', 'sealed', 'bakery', 'unit.......Original', 'Source:', 'urdupoint']]",1,0
525,LAHORE: The Livestock Department and the Punjab Food Authority PFA have finalised an action plan for the implementation of the pasteurisation law to ensure the provision of pure milk to citizens. In this regard PFA Director General Muhammad Usman and Livestock and Dairy Development Department.......Original Source: mdpi,"[['LAHORE:', 'The', 'Livestock', 'Department', 'and', 'the', 'Punjab', 'Food', 'Authority', 'PFA', 'have', 'finalised', 'action', 'plan', 'for', 'the', 'implementation', 'the', 'pasteurisation', 'law', 'ensure', 'the', 'provision', 'pure', 'milk', 'citizens.'], ['this', 'regard', 'PFA', 'Director', 'General', 'Muhammad', 'Usman', 'and', 'Livestock', 'and', 'Dairy', 'Development', 'Department.......Original', 'Source:', 'mdpi']]",1,0
526,The adulteration of food and the related fraud illegal activities not only to the domestic market conditions to disturb but bring the unfavorable position fair entrepreneurs and the health of consumers also can endanger enter the Agrárminisztérium bulletin. The Penal Code Btk.Original Source: napi,"[['The', 'adulteration', 'food', 'and', 'the', 'related', 'fraud', 'illegal', 'activities', 'not', 'only', 'the', 'domestic', 'market', 'conditions', 'disturb', 'but', 'bring', 'the', 'unfavorable', 'position', 'fair', 'entrepreneurs', 'and', 'the', 'health', 'consumers', 'also', 'can', 'endanger', 'enter', 'the', 'Agrárminisztérium', 'bulletin.'], ['The', 'Penal', 'Code', 'Btk.Original', 'Source:', 'napi']]",1,0
527,Khyber Pakhtunkhwa Food Safety and Halal Food Authority KPFS&HFA on Tuesday carried out various successful operation against food adulteration in various parts of the province. PESHAWAR UrduPoint / Pakistan Point News nd Jun : Khyber Pakhtunkhwa Food Safety and Halal Food Authority.......Original Source: inews,"[['Khyber', 'Pakhtunkhwa', 'Food', 'Safety', 'and', 'Halal', 'Food', 'Authority', 'KPFS&HFA', 'Tuesday', 'carried', 'out', 'various', 'successful', 'operation', 'against', 'food', 'adulteration', 'various', 'parts', 'the', 'province.'], ['PESHAWAR', 'UrduPoint', 'Pakistan', 'Point', 'News', 'Jun', 'Khyber', 'Pakhtunkhwa', 'Food', 'Safety', 'and', 'Halal', 'Food', 'Authority.......Original', 'Source:', 'inews']]",1,0
528,Welcome to issue two of Foley’s Manufacturing Market Trend s newsletter which highlights key trends with the potential to make a year of change for manufacturers. In this issue we will explore collaboration between the manufacturing and food and beverage industries – and more specifically .......Original Source: natlawreview,"[['Welcome', 'issue', 'two', 'Foley’s', 'Manufacturing', 'Market', 'Trend', 'newsletter', 'which', 'highlights', 'key', 'trends', 'with', 'the', 'potential', 'make', 'year', 'change', 'for', 'manufacturers.'], ['this', 'issue', 'will', 'explore', 'collaboration', 'between', 'the', 'manufacturing', 'and', 'food', 'and', 'beverage', 'industries', 'and', 'more', 'specifically', '.......Original', 'Source:', 'natlawreview']]",1,0
529,SelectScience hosts dozens of informative and insightful free webinars for scientists every month featuring world class speakers at the very forefront of their respective fields. In this regular feature we highlight the events you won't want to miss over the next week or so as well as some of our top on demand webinars....Original Source: thehindubusinessline,"[['SelectScience', 'hosts', 'dozens', 'informative', 'and', 'insightful', 'free', 'webinars', 'for', 'scientists', 'every', 'month', 'featuring', 'world', 'class', 'speakers', 'the', 'very', 'forefront', 'their', 'respective', 'fields.'], ['this', 'regular', 'feature', 'highlight', 'the', 'events', 'you', ""won't"", 'want', 'miss', 'over', 'the', 'next', 'week', 'well', 'some', 'our', 'top', 'demand', 'webinars....Original', 'Source:', 'thehindubusinessline']]",1,0
530,Top terms vol omics based analytical approaches molecules assessing chicken species species and breedsOriginal Source: archyde,"[['Top', 'terms', 'vol', 'omics', 'based', 'analytical', 'approaches', 'molecules', 'assessing', 'chicken', 'species', 'species', 'and', 'breedsOriginal', 'Source:', 'archyde']]",1,0
531,On the subject of: in June is the new Version of the ISO appeared – the international Standard for Lebensmittelsicherheitsmanagementsysteme. With the adoption of the High Level Structure in accordance with Annex SL the ISO iec richtlinien the ISO now has the same basic Structure as the recently revised Standards ISO ISO .Original Source: guardian ng,"[['the', 'subject', 'of:', 'June', 'the', 'new', 'Version', 'the', 'ISO', 'appeared', 'the', 'international', 'Standard', 'for', 'Lebensmittelsicherheitsmanagementsysteme.'], ['With', 'the', 'adoption', 'the', 'High', 'Level', 'Structure', 'accordance', 'with', 'Annex', 'the', 'ISO', 'iec', 'richtlinien', 'the', 'ISO', 'now', 'has', 'the', 'same', 'basic', 'Structure', 'the', 'recently', 'revised', 'Standards', 'ISO', 'ISO', '.Original', 'Source:', 'guardian']]",1,0
532,PLEASANTON Calif. May /PRNewswire/ SafeTraces Inc. announced the launch of a first mile traceability solution for conventional and organic grains which will be available on a limited basis immediately and commercially available in late ....Original Source: thedailystarBD,"[['PLEASANTON', 'Calif.', 'May', '/PRNewswire/', 'SafeTraces', 'Inc.', 'announced', 'the', 'launch', 'first', 'mile', 'traceability', 'solution', 'for', 'conventional', 'and', 'organic', 'grains', 'which', 'will', 'available', 'limited', 'basis', 'immediately', 'and', 'commercially', 'available', 'late', '....Original', 'Source:', 'thedailystarBD']]",1,0
533,In this scientific opinion many aspects relating to the role of non targeted spectroscopy based methods for food fraud detection are considered: i a review of the current non targeted spectroscopic methods to include the general differences with targeted techniques; ii overview of in house.......Original Source: technology,"[['this', 'scientific', 'opinion', 'many', 'aspects', 'relating', 'the', 'role', 'non', 'targeted', 'spectroscopy', 'based', 'methods', 'for', 'food', 'fraud', 'detection', 'are', 'considered:', 'review', 'the', 'current', 'non', 'targeted', 'spectroscopic', 'methods', 'include', 'the', 'general', 'differences', 'with', 'targeted', 'techniques;', 'overview', 'house.......Original', 'Source:', 'technology']]",1,0
534,"On October the former chief executive officer of Indivior PLC Shaun Thaxter was sentenced to six months of imprisonment for his conviction on one misdemeanor count of misbranding in violation of the Federal Food Drug and Cosmetic Act ""FDCA"". For more than a decade Mr....Original Source: newfoodmagazine","[['October', 'the', 'former', 'chief', 'executive', 'officer', 'Indivior', 'PLC', 'Shaun', 'Thaxter', 'was', 'sentenced', 'six', 'months', 'imprisonment', 'for', 'his', 'conviction', 'one', 'misdemeanor', 'count', 'misbranding', 'violation', 'the', 'Federal', 'Food', 'Drug', 'and', 'Cosmetic', 'Act', '""FDCA"".'], ['For', 'more', 'than', 'decade', 'Mr....Original', 'Source:', 'newfoodmagazine']]",1,0
535,Top terms fresh produce price look up codes international federation look up codes plu standardsOriginal Source: eveningtimes,"[['Top', 'terms', 'fresh', 'produce', 'price', 'look', 'codes', 'international', 'federation', 'look', 'codes', 'plu', 'standardsOriginal', 'Source:', 'eveningtimes']]",1,0
536,Abstract Pekmez a traditional Turkish food generally produced by concentration of fruit juices is subjected to fraudulent activities like many other foodstuffs. This study reports the use of Fourier transform infrared spectroscopy FTIR in combination with chemometric methods for the detection of.......Original Source: agenparl,"[['Abstract', 'Pekmez', 'traditional', 'Turkish', 'food', 'generally', 'produced', 'concentration', 'fruit', 'juices', 'subjected', 'fraudulent', 'activities', 'like', 'many', 'other', 'foodstuffs.'], ['This', 'study', 'reports', 'the', 'use', 'Fourier', 'transform', 'infrared', 'spectroscopy', 'FTIR', 'combination', 'with', 'chemometric', 'methods', 'for', 'the', 'detection', 'of.......Original', 'Source:', 'agenparl']]",1,0
537,HYDERABAD: Penalties against food adulteration that has become one of the major causes of health problems and diseases among people will be increased by times in Greater Hyderabad and all other parts of Telangana. Municipal administration and urban development minister KT Rama Rao said a decision.......Original Source: thehindu,"[['HYDERABAD:', 'Penalties', 'against', 'food', 'adulteration', 'that', 'has', 'become', 'one', 'the', 'major', 'causes', 'health', 'problems', 'and', 'diseases', 'among', 'people', 'will', 'increased', 'times', 'Greater', 'Hyderabad', 'and', 'all', 'other', 'parts', 'Telangana.'], ['Municipal', 'administration', 'and', 'urban', 'development', 'minister', 'Rama', 'Rao', 'said', 'decision.......Original', 'Source:', 'thehindu']]",1,0
538,LAHORE Dec UrduPoint / Pakistan Point News th Dec :The Punjab Food Authority PFA has sealed three honey blending factories for preparing adulterated honey and kg fake honey kg syrup and kg of glucose were discarded. Under the supervision of PFA Director General.......Original Source: indiatoday,"[['LAHORE', 'Dec', 'UrduPoint', 'Pakistan', 'Point', 'News', 'Dec', ':The', 'Punjab', 'Food', 'Authority', 'PFA', 'has', 'sealed', 'three', 'honey', 'blending', 'factories', 'for', 'preparing', 'adulterated', 'honey', 'and', 'fake', 'honey', 'syrup', 'and', 'glucose', 'were', 'discarded.'], ['Under', 'the', 'supervision', 'PFA', 'Director', 'General.......Original', 'Source:', 'indiatoday']]",1,0
539,Top terms nigerians healthy stricter on curbing imoleayo oyedeyi nigeria paulinusOriginal Source: italpress,"[['Top', 'terms', 'nigerians', 'healthy', 'stricter', 'curbing', 'imoleayo', 'oyedeyi', 'nigeria', 'paulinusOriginal', 'Source:', 'italpress']]",1,0
540,Nagpur: How safe is the honey you are consuming? The Food and Drugs Administration FDA on Monday tested leading brands found samples to be adulterated and seized more than kg of honey stock worth over Rs lakh from a manufacturer in Mumbai....Original Source: thehindu,"[['Nagpur:', 'How', 'safe', 'the', 'honey', 'you', 'are', 'consuming?'], ['The', 'Food', 'and', 'Drugs', 'Administration', 'FDA', 'Monday', 'tested', 'leading', 'brands', 'found', 'samples', 'adulterated', 'and', 'seized', 'more', 'than', 'honey', 'stock', 'worth', 'over', 'lakh', 'from', 'manufacturer', 'Mumbai....Original', 'Source:', 'thehindu']]",1,0
541,Top terms khadar jungle farming food dudekula social caste marginalized to miracleOriginal Source: thehindu,"[['Top', 'terms', 'khadar', 'jungle', 'farming', 'food', 'dudekula', 'social', 'caste', 'marginalized', 'miracleOriginal', 'Source:', 'thehindu']]",1,0
542,Top terms techniques to assess detection journal of food journal dairy science reviewOriginal Source: mdpi,"[['Top', 'terms', 'techniques', 'assess', 'detection', 'journal', 'food', 'journal', 'dairy', 'science', 'reviewOriginal', 'Source:', 'mdpi']]",1,0
543,ISLAMABAD Prime Minister Imran Khan on Monday directed the concerned authorities for adequate supply of wheat and sugar at the utility stores across the country. Chairing a review meeting on the availability and prices of basic commodities especially wheat and sugar here the prime minister said.......Original Source: foodsafetymagazine,"[['ISLAMABAD', 'Prime', 'Minister', 'Imran', 'Khan', 'Monday', 'directed', 'the', 'concerned', 'authorities', 'for', 'adequate', 'supply', 'wheat', 'and', 'sugar', 'the', 'utility', 'stores', 'across', 'the', 'country.'], ['Chairing', 'review', 'meeting', 'the', 'availability', 'and', 'prices', 'basic', 'commodities', 'especially', 'wheat', 'and', 'sugar', 'here', 'the', 'prime', 'minister', 'said.......Original', 'Source:', 'foodsafetymagazine']]",1,0
544,Top terms cyber security operational technology needed to protect protect the uk smesOriginal Source: teiss,"[['Top', 'terms', 'cyber', 'security', 'operational', 'technology', 'needed', 'protect', 'protect', 'the', 'smesOriginal', 'Source:', 'teiss']]",1,0
545,Jun Swiss food testing company SwissDeCode has launched the “A INSIDE Label ” a label intended to help the end consumer identify the efforts of dairy producers in guaranteeing authentic A milk products. The move comes as consumers worry about fraudulent milk claims and dairy companies.......Original Source: foodingredientsfirst,"[['Jun', 'Swiss', 'food', 'testing', 'company', 'SwissDeCode', 'has', 'launched', 'the', 'INSIDE', 'Label', 'label', 'intended', 'help', 'the', 'end', 'consumer', 'identify', 'the', 'efforts', 'dairy', 'producers', 'guaranteeing', 'authentic', 'milk', 'products.'], ['The', 'move', 'comes', 'consumers', 'worry', 'about', 'fraudulent', 'milk', 'claims', 'and', 'dairy', 'companies.......Original', 'Source:', 'foodingredientsfirst']]",1,0
546,The year saw many remarkable judgments orders and directives to uphold justice but eminent lawyers think the delivery of justice has not improved or developed much. Absence of good governance helps in the continuation of human rights violations in the country but swift justice dispensed by the courts is yet to be seen they said....Original Source: dhakatribune,"[['The', 'year', 'saw', 'many', 'remarkable', 'judgments', 'orders', 'and', 'directives', 'uphold', 'justice', 'but', 'eminent', 'lawyers', 'think', 'the', 'delivery', 'justice', 'has', 'not', 'improved', 'developed', 'much.'], ['Absence', 'good', 'governance', 'helps', 'the', 'continuation', 'human', 'rights', 'violations', 'the', 'country', 'but', 'swift', 'justice', 'dispensed', 'the', 'courts', 'yet', 'seen', 'they', 'said....Original', 'Source:', 'dhakatribune']]",1,0
547,Original Source: aninews,"[['Original', 'Source:', 'aninews']]",1,0
548,top terms honeydew chemical composition honeydew honey state agricultural publishing house of honeyOriginal Source: srilankaguardian,"[['top', 'terms', 'honeydew', 'chemical', 'composition', 'honeydew', 'honey', 'state', 'agricultural', 'publishing', 'house', 'honeyOriginal', 'Source:', 'srilankaguardian']]",1,0
549,Turmeric or Curcuma longa is commonly consumed in the South East Asian countries as a medical product and as food due to its therapeutic properties. However with increasing demand for turmeric powder adulterated turmeric powders mixed with other cheap starch powders such as from corn or.......Original Source: mdpi,"[['Turmeric', 'Curcuma', 'longa', 'commonly', 'consumed', 'the', 'South', 'East', 'Asian', 'countries', 'medical', 'product', 'and', 'food', 'due', 'its', 'therapeutic', 'properties.'], ['However', 'with', 'increasing', 'demand', 'for', 'turmeric', 'powder', 'adulterated', 'turmeric', 'powders', 'mixed', 'with', 'other', 'cheap', 'starch', 'powders', 'such', 'from', 'corn', 'or.......Original', 'Source:', 'mdpi']]",1,0
550,the agriculture ministry's initiative the parliament adopted the law amendment which allows the food safety of persons against criminal action. the adulteration of food and those relating to fraud illegal activities not only in the domestic.......Original Source: openpr,"[['the', 'agriculture', ""ministry's"", 'initiative', 'the', 'parliament', 'adopted', 'the', 'law', 'amendment', 'which', 'allows', 'the', 'food', 'safety', 'persons', 'against', 'criminal', 'action.'], ['the', 'adulteration', 'food', 'and', 'those', 'relating', 'fraud', 'illegal', 'activities', 'not', 'only', 'the', 'domestic.......Original', 'Source:', 'openpr']]",1,0
551,Sep The new chief scientific advisor CSA at the US division of Layn Natural Ingredients has warned that anxiety over COVID will be the main focus next year. Jim Roza speaking to FoodIngredientsFirst highlights how consumers are seeking ingredients that support anxiety sleep stress and immunity because of the pandemic....Original Source: app en,"[['Sep', 'The', 'new', 'chief', 'scientific', 'advisor', 'CSA', 'the', 'division', 'Layn', 'Natural', 'Ingredients', 'has', 'warned', 'that', 'anxiety', 'over', 'COVID', 'will', 'the', 'main', 'focus', 'next', 'year.'], ['Jim', 'Roza', 'speaking', 'FoodIngredientsFirst', 'highlights', 'how', 'consumers', 'are', 'seeking', 'ingredients', 'that', 'support', 'anxiety', 'sleep', 'stress', 'and', 'immunity', 'because', 'the', 'pandemic....Original', 'Source:', 'app']]",1,0
552,"At Tuesday's unveiling of the iPod Photo Steve Jobs repeated his contention that the iPod is the ""wrong place"" for video. I doubt he'll be saying that a year from now. Missing Links","[[""Tuesday's"", 'unveiling', 'the', 'iPod', 'Photo', 'Steve', 'Jobs', 'repeated', 'his', 'contention', 'that', 'the', 'iPod', 'the', '""wrong', 'place""', 'for', 'video.'], ['doubt', ""he'll"", 'saying', 'that', 'year', 'from', 'now.'], ['Missing', 'Links']]",0,1
553,endoscopic markers used to study the gastrointestinal mucosal surface especially to study the specific epithelial tissue or to enhance the mucosal surface. particularly increased high definition resolution and excellent screening methods allows for the better visualization and ability or tissues by the application of the endoscopic markers....Original Source: jewishlifenews,"[['endoscopic', 'markers', 'used', 'study', 'the', 'gastrointestinal', 'mucosal', 'surface', 'especially', 'study', 'the', 'specific', 'epithelial', 'tissue', 'enhance', 'the', 'mucosal', 'surface.'], ['particularly', 'increased', 'high', 'definition', 'resolution', 'and', 'excellent', 'screening', 'methods', 'allows', 'for', 'the', 'better', 'visualization', 'and', 'ability', 'tissues', 'the', 'application', 'the', 'endoscopic', 'markers....Original', 'Source:', 'jewishlifenews']]",1,0
554,"confirmed the general authority for food and drug administration safety additional drugs containing the substance metformin for the treatment of diabetes pollution diluted chemical from the family of ""nitrosamines"" that you know what a ndma n nitrosodimethylamine and within materials that are potentially carcinogenic according to research agency international travel in case of exposure.......Original Source: dailytimesPK","[['confirmed', 'the', 'general', 'authority', 'for', 'food', 'and', 'drug', 'administration', 'safety', 'additional', 'drugs', 'containing', 'the', 'substance', 'metformin', 'for', 'the', 'treatment', 'diabetes', 'pollution', 'diluted', 'chemical', 'from', 'the', 'family', '""nitrosamines""', 'that', 'you', 'know', 'what', 'ndma', 'nitrosodimethylamine', 'and', 'within', 'materials', 'that', 'are', 'potentially', 'carcinogenic', 'according', 'research', 'agency', 'international', 'travel', 'case', 'exposure.......Original', 'Source:', 'dailytimesPK']]",1,0
555,Reuters The U.S. Food and Drug Administration FDA said it found adulteration and “significant violations” of current good manufacturing practice CGMP regulations at Strides Pharma Sciences Ltd’s plant in Puducherry in south India. Strides shares fell % in early trade on Wednesday....Original Source: reuters in,"[['Reuters', 'The', 'U.S.', 'Food', 'and', 'Drug', 'Administration', 'FDA', 'said', 'found', 'adulteration', 'and', '“significant', 'violations”', 'current', 'good', 'manufacturing', 'practice', 'CGMP', 'regulations', 'Strides', 'Pharma', 'Sciences', 'Ltd’s', 'plant', 'Puducherry', 'south', 'India.'], ['Strides', 'shares', 'fell', 'early', 'trade', 'Wednesday....Original', 'Source:', 'reuters']]",1,0
556,"DUBLIN April /PRNewswire/ The ""Global Honey Market By Application Food & Beverages Personal Care & Cosmetics and Pharmaceutical By Distribution Channel Online Supermarket/Hypermarket and Convenience Stores By Regional Outlook Industry Analysis Report and Forecast "" report has been added to ResearchAndMarkets....Original Source: finanzen at","[['DUBLIN', 'April', '/PRNewswire/', 'The', '""Global', 'Honey', 'Market', 'Application', 'Food', 'Beverages', 'Personal', 'Care', 'Cosmetics', 'and', 'Pharmaceutical', 'Distribution', 'Channel', 'Online', 'Supermarket/Hypermarket', 'and', 'Convenience', 'Stores', 'Regional', 'Outlook', 'Industry', 'Analysis', 'Report', 'and', 'Forecast', 'report', 'has', 'been', 'added', 'ResearchAndMarkets....Original', 'Source:', 'finanzen']]",1,0
557,The U.S. Food and Drug Administration’s mission to protect the public health often depends on the agency’s laboratories being able to quickly and accurately analyze samples and to report those results for regulatory action. FDA’s Forensic Chemistry Center serves as the agency’s premier national.......Original Source: sciencedirect,"[['The', 'U.S.', 'Food', 'and', 'Drug', 'Administration’s', 'mission', 'protect', 'the', 'public', 'health', 'often', 'depends', 'the', 'agency’s', 'laboratories', 'being', 'able', 'quickly', 'and', 'accurately', 'analyze', 'samples', 'and', 'report', 'those', 'results', 'for', 'regulatory', 'action.'], ['FDA’s', 'Forensic', 'Chemistry', 'Center', 'serves', 'the', 'agency’s', 'premier', 'national.......Original', 'Source:', 'sciencedirect']]",1,0
558,With food joints mushrooming the pressing issue of ensuring food safety standards in the state has become all the more important. It is time that people ask the question as how much safe is the food served at restaurants vendors and kiosks that have come up in the last five to ten years....Original Source: risingkashmir,"[['With', 'food', 'joints', 'mushrooming', 'the', 'pressing', 'issue', 'ensuring', 'food', 'safety', 'standards', 'the', 'state', 'has', 'become', 'all', 'the', 'more', 'important.'], ['time', 'that', 'people', 'ask', 'the', 'question', 'how', 'much', 'safe', 'the', 'food', 'served', 'restaurants', 'vendors', 'and', 'kiosks', 'that', 'have', 'come', 'the', 'last', 'five', 'ten', 'years....Original', 'Source:', 'risingkashmir']]",1,0
559,Bhopal : The Madhya Pradesh cabinet on Tuesday approved a draft anti conversion ordinance with punishment of up to years imprisonment for religious conversion by way of allurement fraud threat or marriage becoming the second state after Uttar Pradesh to enact legislation to regulate interfaith marriages....Original Source: fda,"[['Bhopal', 'The', 'Madhya', 'Pradesh', 'cabinet', 'Tuesday', 'approved', 'draft', 'anti', 'conversion', 'ordinance', 'with', 'punishment', 'years', 'imprisonment', 'for', 'religious', 'conversion', 'way', 'allurement', 'fraud', 'threat', 'marriage', 'becoming', 'the', 'second', 'state', 'after', 'Uttar', 'Pradesh', 'enact', 'legislation', 'regulate', 'interfaith', 'marriages....Original', 'Source:', 'fda']]",1,0
560,York Region public health officials charged four food establishments under Ontario’s Food Premises Regulations of the Health Protection and Promotion Act for the period from March to March . They are: Super Tech Cafe Woodbine Avenue Markham was charged March for operating a food.......Original Source: theindependentbd,"[['York', 'Region', 'public', 'health', 'officials', 'charged', 'four', 'food', 'establishments', 'under', 'Ontario’s', 'Food', 'Premises', 'Regulations', 'the', 'Health', 'Protection', 'and', 'Promotion', 'Act', 'for', 'the', 'period', 'from', 'March', 'March'], ['They', 'are:', 'Super', 'Tech', 'Cafe', 'Woodbine', 'Avenue', 'Markham', 'was', 'charged', 'March', 'for', 'operating', 'food.......Original', 'Source:', 'theindependentbd']]",1,0
561,The technology for tomatoes Pachino blockchain drawn from the field to the supermarket and thereby combat counterfeiting and food adulteration ensuring environmental sustainability and social life. As stated in the agreement that the Lab EZ innovative smes through its local partner TechNrgy continue….Original Source: agricultura,"[['The', 'technology', 'for', 'tomatoes', 'Pachino', 'blockchain', 'drawn', 'from', 'the', 'field', 'the', 'supermarket', 'and', 'thereby', 'combat', 'counterfeiting', 'and', 'food', 'adulteration', 'ensuring', 'environmental', 'sustainability', 'and', 'social', 'life.'], ['stated', 'the', 'agreement', 'that', 'the', 'Lab', 'innovative', 'smes', 'through', 'its', 'local', 'partner', 'TechNrgy', 'continue….Original', 'Source:', 'agricultura']]",1,0
562,AUSTIN Texas March GLOBE NEWSWIRE The ABC AHP NCNPR Botanical Adulterants Prevention Program BAPP announces the publication of a new Laboratory Guidance Document LGD on olive Olea europaea oil. The oil of the olive fruit is one of the most popular vegetable oils for culinary use....Original Source: traders,"[['AUSTIN', 'Texas', 'March', 'GLOBE', 'NEWSWIRE', 'The', 'ABC', 'AHP', 'NCNPR', 'Botanical', 'Adulterants', 'Prevention', 'Program', 'BAPP', 'announces', 'the', 'publication', 'new', 'Laboratory', 'Guidance', 'Document', 'LGD', 'olive', 'Olea', 'europaea', 'oil.'], ['The', 'oil', 'the', 'olive', 'fruit', 'one', 'the', 'most', 'popular', 'vegetable', 'oils', 'for', 'culinary', 'use....Original', 'Source:', 'traders']]",1,0
563,Top terms red deer sambar pmid species identification sikaOriginal Source: paperity,"[['Top', 'terms', 'red', 'deer', 'sambar', 'pmid', 'species', 'identification', 'sikaOriginal', 'Source:', 'paperity']]",1,0
564,Top terms society of agricultural water agricultural engineering abbreviated record china agricultural universityOriginal Source: tcsae,"[['Top', 'terms', 'society', 'agricultural', 'water', 'agricultural', 'engineering', 'abbreviated', 'record', 'china', 'agricultural', 'universityOriginal', 'Source:', 'tcsae']]",1,0
565,Top terms substandard jiggery pakistan point news seals unit food safety authority khyber pakhtunkhwa foodOriginal Source: wingsenvironmental,"[['Top', 'terms', 'substandard', 'jiggery', 'pakistan', 'point', 'news', 'seals', 'unit', 'food', 'safety', 'authority', 'khyber', 'pakhtunkhwa', 'foodOriginal', 'Source:', 'wingsenvironmental']]",1,0
